P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PA004	AM    	256155DL 0030     	           	CAP A,CVTF FILLER             	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	912055T0 0041     	           	OIL SEAL,35X57X8              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	912065T0 0041     	           	OIL SEAL,35X55X8              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	912075T0 0041     	           	OIL SEAL,50X68X6.5            	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	91209612 0035     	           	OIL SEAL,12X22X7              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	91305PN4 0033     	           	O-RING,37.7X3.5               	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA004	AM    	913125T0 0040     	           	O-RING,125.5X2.5              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PA005	AM    	283605T0 0000     	           	W/HARN,SOLENOID               	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PC001	AM    	212515HC Y000     	           	COVER COMP,FRONT              	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PC001	AM    	212515HC Y000     	           	COVER COMP,FRONT              	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PC001	AM    	212515HC Y000     	           	COVER COMP,FRONT              	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PC002	AM    	225465T0 0001     	           	SPG,RVS BRAKE DISK            	28/11/2019	   42415	       0	     42415	0
12/2019	G4AM07	1PC002	AM    	906015T0 0000     	           	CIRCLIP,EX 68                 	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PC002	AM    	906065T0 0000     	           	CIRCLIP,IN 67                 	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PC002	AM    	90611P4V 0001     	           	CIRCLIP,EX 29                 	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PC002	MCFE  	90604P4V 3003     	           	CLIP,IN 47                    	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PC002	MCFE  	90604R9L 3000     	           	CLIP,IN 43                    	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PF001	AM    	225005DT 0032     	           	CLUTCH ASSY, FORWARD          	04/12/2019	      26	       0	        26	0
12/2019	G4AM07	1PF001	AM    	225005DT 0032     	           	CLUTCH ASSY, FORWARD          	18/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	28/11/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	29/11/2019	    1135	       0	      1135	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	02/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	03/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	04/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	05/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	06/12/2019	    1151	       0	      1151	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	09/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	10/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	11/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	12/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	13/12/2019	     810	       0	       810	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	16/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	17/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	18/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	19/12/2019	     930	       0	       930	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	20/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	25/12/2019	    1020	       0	      1020	0
12/2019	G4AM07	1PF001	AM    	225005T0 0032     	           	CLUTCH ASSY, FORWARD          	26/12/2019	     870	       0	       870	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	28/11/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	29/11/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	02/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	03/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	04/12/2019	    1170	       0	      1170	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	05/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	06/12/2019	    1189	       0	      1189	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	09/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	10/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	11/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	12/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	13/12/2019	    1080	       0	      1080	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	16/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	17/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	18/12/2019	    1080	       0	      1080	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	19/12/2019	    1110	       0	      1110	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	20/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	25/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PF001	AM    	22500R3W 0031     	           	CLUTCH ASSY, FORWARD          	26/12/2019	     930	       0	       930	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PG001	AM    	233615T0 3101     	           	PISTON,DRIVE PULLEY           	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PG001	AM    	233715T0 3100     	           	PISTON,DRIVEN PULLEY          	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PH001	AM    	21396P20 0002     	           	CAP,BREATHER                  	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PH001	AM    	225335T0 0003     	           	PISTON,RVS BRAKE              	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PH001	AM    	227415T0 0001     	           	PIPE,8X244                    	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PH001	AM    	227425T0 0000     	           	PIPE,18X21                    	28/11/2019	   85122	       0	     85122	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PH001	AM    	251005T0 0130     	           	PUMP ASSY,OIL                 	13/12/2019	    1890	       0	      1890	0
